pos;artist_name;playlist_index;artist_uri;album_uri;duration_ms_x;album_name;track_uri;track_name;Unnamed: 0;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;id;track_href;analysis_url;duration_ms_y;time_signature;chunk_x;genero;chunk_y;Unnamed: 3;loudness_mW
39;blink-182;1;spotify:artist:6FBDaR13swtiWwGhX1WQsP;spotify:album:1fF8kYX49s5Ufv4XEY5sjW;168000;Enema Of The State;spotify:track:12qZHAeOyTf93YAWvGDTat;All The Small Things;39;0.442;0.893;0;-4.878;1;0.0505;0.00844;0.0;0.529;0.712;148.119;audio_features;12qZHAeOyTf93YAWvGDTat;https://api.spotify.com/v1/tracks/12qZHAeOyTf93YAWvGDTat;https://api.spotify.com/v1/audio-analysis/12qZHAeOyTf93YAWvGDTat;168000;4;1;['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk'];1.0;;0.3252370400952974
39;blink-182;1;spotify:artist:6FBDaR13swtiWwGhX1WQsP;spotify:album:1fF8kYX49s5Ufv4XEY5sjW;168000;Enema Of The State;spotify:track:12qZHAeOyTf93YAWvGDTat;All The Small Things;55;0.442;0.893;0;-4.878;1;0.0505;0.00844;0.0;0.529;0.712;148.119;audio_features;12qZHAeOyTf93YAWvGDTat;https://api.spotify.com/v1/tracks/12qZHAeOyTf93YAWvGDTat;https://api.spotify.com/v1/audio-analysis/12qZHAeOyTf93YAWvGDTat;168000;4;8;['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk'];1.0;;0.3252370400952974
40;The Pussycat Dolls;1;spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ;spotify:album:0ylxpXE00fVxh6d60tevT8;229360;PCD;spotify:track:2jFlMILIQzs7lSFudG9lbo;Beep;40;0.938;0.735;7;-6.382;1;0.0434;0.00952;0.0;0.0998;0.55;103.7;audio_features;2jFlMILIQzs7lSFudG9lbo;https://api.spotify.com/v1/tracks/2jFlMILIQzs7lSFudG9lbo;https://api.spotify.com/v1/audio-analysis/2jFlMILIQzs7lSFudG9lbo;229360;4;1;['dance pop', 'girl group', 'pop'];1.0;;0.230038220828702
41;Justin Bieber;1;spotify:artist:1uNFoZAHBGtllmzznpCI3s;spotify:album:6gdLfnf2vdNlMTyhJHaDLs;220920;My Worlds;spotify:track:4I2GqMe7L2ccMpUbnDzYLH;Somebody To Love;41;0.719;0.839;5;-5.235;1;0.0257;0.00241;0.0;0.228;0.636;129.97;audio_features;4I2GqMe7L2ccMpUbnDzYLH;https://api.spotify.com/v1/tracks/4I2GqMe7L2ccMpUbnDzYLH;https://api.spotify.com/v1/audio-analysis/4I2GqMe7L2ccMpUbnDzYLH;220920;4;1;['canadian pop', 'pop'];1.0;;0.29957115924279965
42;The All-American Rejects;1;spotify:artist:3vAaWhdBR38Q02ohXqaNHT;spotify:album:3PWEGZ6CYvXRnr0JCECsDe;193653;Move Along;spotify:track:5lDriBxJd22IhOH9zTcFrV;Dirty Little Secret;42;0.465;0.954;10;-4.251;1;0.044;0.000346;5.38e-06;0.573;0.458;143.85;audio_features;5lDriBxJd22IhOH9zTcFrV;https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV;https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV;193653;4;1;['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge'];1.0;;0.37575087449048716
43;Justin Bieber;1;spotify:artist:1uNFoZAHBGtllmzznpCI3s;spotify:album:6gdLfnf2vdNlMTyhJHaDLs;213973;My Worlds;spotify:track:2eJ8ij1T3cNUKiGdcUvKhy;Baby;43;0.73;0.848;5;-5.262;0;0.101;0.0494;0.0;0.133;0.559;65.025;audio_features;2eJ8ij1T3cNUKiGdcUvKhy;https://api.spotify.com/v1/tracks/2eJ8ij1T3cNUKiGdcUvKhy;https://api.spotify.com/v1/audio-analysis/2eJ8ij1T3cNUKiGdcUvKhy;213973;4;1;['canadian pop', 'pop'];1.0;;0.2977145087710597
44;Vanessa Carlton;1;spotify:artist:5ILrArfIV0tMURcHJN8Q07;spotify:album:7D6BFTArx2ajtkKRVXIKO2;237493;Be Not Nobody;spotify:track:5y69gQtK33qxb8a24ACkCy;A Thousand Miles;44;0.559;0.845;11;-3.871;1;0.0379;0.222;0.0;0.164;0.304;94.915;audio_features;5y69gQtK33qxb8a24ACkCy;https://api.spotify.com/v1/tracks/5y69gQtK33qxb8a24ACkCy;https://api.spotify.com/v1/audio-analysis/5y69gQtK33qxb8a24ACkCy;237493;4;1;['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop'];1.0;;0.4101096608748118
45;Cris Cab;1;spotify:artist:7vWBZm3sQ8yQvfV4nXxHXK;spotify:album:2kNznk4KDkYXifzOAUDoXN;201230;Red Road;spotify:track:1X5WGCrUMuwRFuYU1eAo2I;Livin on Sunday;45;0.725;0.732;9;-6.594;1;0.156;0.0501;1.8e-06;0.104;0.515;93.029;audio_features;1X5WGCrUMuwRFuYU1eAo2I;https://api.spotify.com/v1/tracks/1X5WGCrUMuwRFuYU1eAo2I;https://api.spotify.com/v1/audio-analysis/1X5WGCrUMuwRFuYU1eAo2I;201230;4;1;[];1.0;;0.21907862171648435
46;Miley Cyrus;1;spotify:artist:5YGY8feqx7naU7z4HrwZM6;spotify:album:6SkirMQoL4QhnXOM5MH5El;190453;See You Again;spotify:track:3utIAb67sOu0QHxBE88P1M;See You Again;46;0.695;0.903;9;-5.092;0;0.162;0.0137;4.32e-05;0.126;0.811;138.985;audio_features;3utIAb67sOu0QHxBE88P1M;https://api.spotify.com/v1/tracks/3utIAb67sOu0QHxBE88P1M;https://api.spotify.com/v1/audio-analysis/3utIAb67sOu0QHxBE88P1M;190453;4;1;['pop'];1.0;;0.30959932133091733
47;Jesse McCartney;1;spotify:artist:2Hjj68yyUPiC0HKEOigcEp;spotify:album:2tDCfKFy2YW9N0IwNSRdOJ;208333;Departure - Recharged;spotify:track:3jkdQNkDTxxXtjSO4l0o1H;How Do You Sleep? - Featuring Ludacris;47;0.747;0.878;8;-3.533;1;0.0282;0.343;0.0;0.0872;0.557;106.004;audio_features;3jkdQNkDTxxXtjSO4l0o1H;https://api.spotify.com/v1/tracks/3jkdQNkDTxxXtjSO4l0o1H;https://api.spotify.com/v1/audio-analysis/3jkdQNkDTxxXtjSO4l0o1H;208333;4;1;['dance pop', 'pop', 'post-teen pop'];1.0;;0.44330231575042695
48;Demi Lovato;1;spotify:artist:6S2OmqARrzebs0tKUEyXyp;spotify:album:6vykWEBzBfEKYJxEFR1AQl;189186;Camp Rock Original Soundtrack;spotify:track:5c1sfI6wIQEsSUw0xrkFdl;This Is Me;48;0.485;0.823;1;-2.816;1;0.0362;0.00981;0.0;0.116;0.555;91.005;audio_features;5c1sfI6wIQEsSUw0xrkFdl;https://api.spotify.com/v1/tracks/5c1sfI6wIQEsSUw0xrkFdl;https://api.spotify.com/v1/audio-analysis/5c1sfI6wIQEsSUw0xrkFdl;189187;4;1;['pop', 'post-teen pop'];1.0;;0.5228775553134415
49;Avril Lavigne;1;spotify:artist:0p4nmQO2msCgU4IF37Wi3j;spotify:album:7851Vsjv3apS52sXUik6iF;242413;Under My Skin;spotify:track:6sqNctd7MlJoKDOxPVCAvU;My Happy Ending;49;0.414;0.936;2;-2.407;1;0.0758;0.00136;0.0;0.369;0.74;170.229;audio_features;6sqNctd7MlJoKDOxPVCAvU;https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU;https://api.spotify.com/v1/audio-analysis/6sqNctd7MlJoKDOxPVCAvU;242413;4;1;['canadian pop', 'candy pop', 'dance pop', 'pop'];1.0;;0.5745131848169436
50;We The Kings;1;spotify:artist:3ao3jf5d70Tf4fPh2bnXVl;spotify:album:2F1hfUOuMnOxtSfrktL8VX;220133;We The Kings;spotify:track:1b7vg5T9YKR3NNqXfBYRF7;Check Yes Juliet;50;0.35;0.909;2;-4.204;1;0.0774;0.0024;0.0;0.163;0.314;166.866;audio_features;1b7vg5T9YKR3NNqXfBYRF7;https://api.spotify.com/v1/tracks/1b7vg5T9YKR3NNqXfBYRF7;https://api.spotify.com/v1/audio-analysis/1b7vg5T9YKR3NNqXfBYRF7;220133;4;1;['neon pop punk', 'piano rock', 'pop punk'];1.0;;0.3798393901545071
51;Boys Like Girls;1;spotify:artist:0vWCyXMrrvMlCcepuOJaGI;spotify:album:4WqgusSAgXkrjbXzqdBY68;206520;Boys Like Girls;spotify:track:6GIrIt2M39wEGwjCQjGChX;The Great Escape;31;0.423;0.94;1;-4.012;0;0.0635;0.00166;0.0;0.178;0.505;149.934;audio_features;6GIrIt2M39wEGwjCQjGChX;https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX;https://api.spotify.com/v1/audio-analysis/6GIrIt2M39wEGwjCQjGChX;206520;4;1;['neon pop punk', 'pop punk'];1.0;;0.39700867811218404
51;Boys Like Girls;1;spotify:artist:0vWCyXMrrvMlCcepuOJaGI;spotify:album:4WqgusSAgXkrjbXzqdBY68;206520;Boys Like Girls;spotify:track:6GIrIt2M39wEGwjCQjGChX;The Great Escape;51;0.423;0.94;1;-4.012;0;0.0635;0.00166;0.0;0.178;0.505;149.934;audio_features;6GIrIt2M39wEGwjCQjGChX;https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX;https://api.spotify.com/v1/audio-analysis/6GIrIt2M39wEGwjCQjGChX;206520;4;1;['neon pop punk', 'pop punk'];1.0;;0.39700867811218404
0;Survivor;1;spotify:artist:26bcq2nyj5GB7uRr558iQg;spotify:album:4PT9VulQaQP6XR1xBI2x1W;243773;Eye Of The Tiger;spotify:track:2HHtWyy5CgaQbC7XSoOb0e;Eye of the Tiger;52;0.815;0.438;0;-14.522;0;0.0346;0.216;0.000466;0.0787;0.552;108.965;audio_features;2HHtWyy5CgaQbC7XSoOb0e;https://api.spotify.com/v1/tracks/2HHtWyy5CgaQbC7XSoOb0e;https://api.spotify.com/v1/audio-analysis/2HHtWyy5CgaQbC7XSoOb0e;243773;4;1;['album rock', 'glam metal', 'hard rock', 'soft rock'];1.0;;0.03530205603766605
1;Daniel Tidwell;1;spotify:artist:7zdmbPudNX4SQJXnYIuCTC;spotify:album:3q8vR3PFV8kG1m1Iv8DpKq;70294;Versus Hollywood;spotify:track:1MYYt7h6amcrauCOoso3Gx;Libera Me From Hell (Tengen Toppa Gurren Lagann);53;0.343;0.975;1;-2.502;0;0.135;3.23e-05;0.991;0.0515;0.133;119.883;audio_features;1MYYt7h6amcrauCOoso3Gx;https://api.spotify.com/v1/tracks/1MYYt7h6amcrauCOoso3Gx;https://api.spotify.com/v1/audio-analysis/1MYYt7h6amcrauCOoso3Gx;70294;4;1;['scorecore'];1.0;;0.5620824170602133
2;Daniel Tidwell;1;spotify:artist:7zdmbPudNX4SQJXnYIuCTC;spotify:album:3q8vR3PFV8kG1m1Iv8DpKq;65306;Versus Hollywood;spotify:track:3x2mJ2bjCIU70NrH49CtYR;Pokémon Theme;54;0.414;0.959;7;-4.299;0;0.0378;2.31e-05;0.933;0.368;0.589;145.911;audio_features;3x2mJ2bjCIU70NrH49CtYR;https://api.spotify.com/v1/tracks/3x2mJ2bjCIU70NrH49CtYR;https://api.spotify.com/v1/audio-analysis/3x2mJ2bjCIU70NrH49CtYR;65306;4;1;['scorecore'];1.0;;0.37162078809514226
3;Daniel Tidwell;1;spotify:artist:7zdmbPudNX4SQJXnYIuCTC;spotify:album:3q8vR3PFV8kG1m1Iv8DpKq;108532;Versus Hollywood;spotify:track:1Pm3fq1SC6lUlNVBGZi3Em;Concerning Hobbits (The Lord of the Rings);55;0.522;0.205;2;-7.986;1;0.0376;0.0534;0.235;0.0985;0.353;103.868;audio_features;1Pm3fq1SC6lUlNVBGZi3Em;https://api.spotify.com/v1/tracks/1Pm3fq1SC6lUlNVBGZi3Em;https://api.spotify.com/v1/audio-analysis/1Pm3fq1SC6lUlNVBGZi3Em;108532;4;1;['scorecore'];1.0;;0.15900105282148647
4;Daniel Tidwell;1;spotify:artist:7zdmbPudNX4SQJXnYIuCTC;spotify:album:3q8vR3PFV8kG1m1Iv8DpKq;214268;Versus Hollywood;spotify:track:1NXTEkIeRL59NK61QuhYUl;The Blood of Cuchulainn (The Boondock Saints);56;0.0849;0.956;2;-4.196;1;0.0805;5.24e-05;0.953;0.397;0.309;185.397;audio_features;1NXTEkIeRL59NK61QuhYUl;https://api.spotify.com/v1/tracks/1NXTEkIeRL59NK61QuhYUl;https://api.spotify.com/v1/audio-analysis/1NXTEkIeRL59NK61QuhYUl;214269;3;1;['scorecore'];1.0;;0.3805397250027089
5;Daniel Tidwell;1;spotify:artist:7zdmbPudNX4SQJXnYIuCTC;spotify:album:3q8vR3PFV8kG1m1Iv8DpKq;110219;Versus Hollywood;spotify:track:3RGlJJFkWEavxeRQr9ivAd;He's a Pirate (Pirates of the Caribbean);57;0.283;0.925;3;-4.7;1;0.111;0.000748;0.933;0.166;0.368;99.45;audio_features;3RGlJJFkWEavxeRQr9ivAd;https://api.spotify.com/v1/tracks/3RGlJJFkWEavxeRQr9ivAd;https://api.spotify.com/v1/audio-analysis/3RGlJJFkWEavxeRQr9ivAd;110219;4;1;['scorecore'];1.0;;0.33884415613920255
6;Daniel Tidwell;1;spotify:artist:7zdmbPudNX4SQJXnYIuCTC;spotify:album:60wUpRwDRF1jmViHaW2yu4;207520;Versus Video Games;spotify:track:0e9hR1vTrzlUvFH5PgA9rY;Very Bloody Tears (Castlevania II: Simon's Quest);58;0.492;0.97;4;-5.677;0;0.0554;9.65e-06;0.891;0.162;0.556;120.005;audio_features;0e9hR1vTrzlUvFH5PgA9rY;https://api.spotify.com/v1/tracks/0e9hR1vTrzlUvFH5PgA9rY;https://api.spotify.com/v1/audio-analysis/0e9hR1vTrzlUvFH5PgA9rY;207520;4;1;['scorecore'];1.0;;0.27058268376488254
7;Kaleptik;1;spotify:artist:6BKWwLs98ZY3ifhCDNGvLk;spotify:album:38tJMNu2lPatR7xnPchOOB;226000;Video Game Remixes Vol. 1;spotify:track:7dkbEHIMLoeuG4zXGmzhEH;U.N. Owen Was Her? (Remix);59;0.493;0.969;2;-3.282;0;0.0463;0.201;0.655;0.247;0.34;170.581;audio_features;7dkbEHIMLoeuG4zXGmzhEH;https://api.spotify.com/v1/tracks/7dkbEHIMLoeuG4zXGmzhEH;https://api.spotify.com/v1/audio-analysis/7dkbEHIMLoeuG4zXGmzhEH;226000;4;1;['scorecore'];1.0;;0.46967776419022933
8;Ben Foster;1;spotify:artist:6Gp8BbKAqPO3R0UAYkm8J0;spotify:album:2t34tkX7TR5rYKMu3WYO0z;104600;Doctor Who: Series 6 (Original Television Soundtrack);spotify:track:7nZnCjIJ8JigdMqJ36yRRm;I am the Doctor in Utah;60;0.536;0.458;2;-9.906;0;0.0385;0.893;0.495;0.106;0.259;170.113;audio_features;7nZnCjIJ8JigdMqJ36yRRm;https://api.spotify.com/v1/tracks/7nZnCjIJ8JigdMqJ36yRRm;https://api.spotify.com/v1/audio-analysis/7nZnCjIJ8JigdMqJ36yRRm;104600;1;1;['british soundtrack'];1.0;;0.102188023688844
9;Leslie Odom Jr.;1;spotify:artist:3cR4rhS2hBWqI7rJEBacvN;spotify:album:1kCHru7uhxBUdzkm4gzRQc;318214;Hamilton;spotify:track:2TK2KSrzXD6W01qjXVjNGh;The Room Where It Happens;61;0.638;0.49;4;-9.382;0;0.426;0.271;0.0;0.664;0.511;173.552;audio_features;2TK2KSrzXD6W01qjXVjNGh;https://api.spotify.com/v1/tracks/2TK2KSrzXD6W01qjXVjNGh;https://api.spotify.com/v1/audio-analysis/2TK2KSrzXD6W01qjXVjNGh;318215;4;1;['broadway', 'show tunes', 'vocal jazz'];1.0;;0.11529221952567674
10;Christopher Jackson;1;spotify:artist:6sLwRSXSUF5JTUnQaFenyj;spotify:album:1kCHru7uhxBUdzkm4gzRQc;321696;Hamilton;spotify:track:3nJYcY9yvKP8Oi2Ml8brXt;Right Hand Man;62;0.68;0.413;8;-9.41;1;0.492;0.177;0.0;0.205;0.383;158.576;audio_features;3nJYcY9yvKP8Oi2Ml8brXt;https://api.spotify.com/v1/tracks/3nJYcY9yvKP8Oi2Ml8brXt;https://api.spotify.com/v1/audio-analysis/3nJYcY9yvKP8Oi2Ml8brXt;321697;4;1;['show tunes'];1.0;;0.11455129414455355
11;Leslie Odom Jr.;1;spotify:artist:3cR4rhS2hBWqI7rJEBacvN;spotify:album:1kCHru7uhxBUdzkm4gzRQc;236737;Hamilton;spotify:track:4TTV7EcfroSLWzXRY6gLv6;Alexander Hamilton;63;0.609;0.435;11;-7.861;0;0.285;0.522;0.0;0.118;0.552;131.995;audio_features;4TTV7EcfroSLWzXRY6gLv6;https://api.spotify.com/v1/tracks/4TTV7EcfroSLWzXRY6gLv6;https://api.spotify.com/v1/audio-analysis/4TTV7EcfroSLWzXRY6gLv6;236738;4;1;['broadway', 'show tunes', 'vocal jazz'];1.0;;0.16364396738834297
12;Lin-Manuel Miranda;1;spotify:artist:4aXXDj9aZnlshx7mzj3W1N;spotify:album:1kCHru7uhxBUdzkm4gzRQc;333154;Hamilton;spotify:track:4cxvludVmQxryrnx1m9FqL;My Shot;64;0.698;0.649;8;-6.764;1;0.415;0.15;0.0;0.0903;0.568;180.466;audio_features;4cxvludVmQxryrnx1m9FqL;https://api.spotify.com/v1/tracks/4cxvludVmQxryrnx1m9FqL;https://api.spotify.com/v1/audio-analysis/4cxvludVmQxryrnx1m9FqL;333154;4;1;['broadway', 'show tunes'];1.0;;0.2106686925739415
13;Led Zeppelin;1;spotify:artist:36QJpDe2go2KgaRleHCDTp;spotify:album:44Ig8dzqOkvkGDzaUof9lK;482830;Led Zeppelin IV;spotify:track:5CQ30WqJwcep0pYcV4AMNc;Stairway To Heaven;65;0.338;0.34;9;-12.049;0;0.0339;0.58;0.0032;0.116;0.197;82.433;audio_features;5CQ30WqJwcep0pYcV4AMNc;https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc;https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc;482830;4;1;['album rock', 'classic rock', 'hard rock', 'rock'];1.0;;0.06238784722719976
14;Collective Soul;1;spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6;spotify:album:3uSVy9q97sAzd5UE0dMdOT;306040;Hints Allegations & Things Left Unsaid;spotify:track:1HZ3cUZUw5htSFmah1V8Ko;Shine;66;0.54;0.423;6;-8.799;1;0.0283;0.294;0.0884;0.152;0.353;150.135;audio_features;1HZ3cUZUw5htSFmah1V8Ko;https://api.spotify.com/v1/tracks/1HZ3cUZUw5htSFmah1V8Ko;https://api.spotify.com/v1/audio-analysis/1HZ3cUZUw5htSFmah1V8Ko;306040;4;1;['alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock'];1.0;;0.1318560313336898
14;Collective Soul;1;spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6;spotify:album:3uSVy9q97sAzd5UE0dMdOT;306040;Hints Allegations & Things Left Unsaid;spotify:track:1HZ3cUZUw5htSFmah1V8Ko;Shine;62;0.54;0.423;6;-8.799;1;0.0283;0.294;0.0884;0.152;0.353;150.135;audio_features;1HZ3cUZUw5htSFmah1V8Ko;https://api.spotify.com/v1/tracks/1HZ3cUZUw5htSFmah1V8Ko;https://api.spotify.com/v1/audio-analysis/1HZ3cUZUw5htSFmah1V8Ko;306040;4;8;['alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock'];1.0;;0.1318560313336898
15;Nightwish;1;spotify:artist:2NPduAUeLVsfIauhRwuft1;spotify:album:7pYmXPG9Wj5nvC5jFM0yEW;602080;Once;spotify:track:43pmQcgxMMhJu1gPW2ZdNz;Ghost Love Score;67;0.444;0.793;5;-5.326;0;0.0377;0.0107;0.000769;0.184;0.208;101.012;audio_features;43pmQcgxMMhJu1gPW2ZdNz;https://api.spotify.com/v1/tracks/43pmQcgxMMhJu1gPW2ZdNz;https://api.spotify.com/v1/audio-analysis/43pmQcgxMMhJu1gPW2ZdNz;602080;3;1;['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal'];1.0;;0.2933593941214125
16;Seal;1;spotify:artist:5GtMEZEeFFsuHY8ad4kOxv;spotify:album:3NehJpD5x3MUtpl8jDTHaa;356520;Best 1991 - 2004;spotify:track:6Vz7vzOpCwKeSQlfViibuY;Crazy;68;0.633;0.858;11;-7.42;0;0.0473;0.208;0.0112;0.0655;0.724;102.561;audio_features;6Vz7vzOpCwKeSQlfViibuY;https://api.spotify.com/v1/tracks/6Vz7vzOpCwKeSQlfViibuY;https://api.spotify.com/v1/audio-analysis/6Vz7vzOpCwKeSQlfViibuY;356520;4;1;['british soul', 'new wave pop'];1.0;;0.18113400926196024
17;The Rolling Stones;1;spotify:artist:22bE4uQ6baNwSHPVcDxLCe;spotify:album:5WZFtmADuJUZPtt0NER0Qi;377746;Beggars Banquet;spotify:track:4sFbojhVXQv7dBC9PVCcRn;Sympathy For The Devil;69;0.566;0.673;9;-10.814;1;0.306;0.565;1.13e-06;0.0438;0.583;114.385;audio_features;4sFbojhVXQv7dBC9PVCcRn;https://api.spotify.com/v1/tracks/4sFbojhVXQv7dBC9PVCcRn;https://api.spotify.com/v1/audio-analysis/4sFbojhVXQv7dBC9PVCcRn;377747;4;1;['album rock', 'british invasion', 'classic rock', 'rock'];1.0;;0.08290867985864468
18;The Rolling Stones;1;spotify:artist:22bE4uQ6baNwSHPVcDxLCe;spotify:album:0c78nsgqX6VfniSNWIxwoD;270773;Let It Bleed;spotify:track:1dv3ePjze9tPq2pk8eWJdR;Gimme Shelter;70;0.63;0.616;1;-8.128;0;0.0309;0.463;0.0408;0.173;0.509;118.65;audio_features;1dv3ePjze9tPq2pk8eWJdR;https://api.spotify.com/v1/tracks/1dv3ePjze9tPq2pk8eWJdR;https://api.spotify.com/v1/audio-analysis/1dv3ePjze9tPq2pk8eWJdR;270773;4;1;['album rock', 'british invasion', 'classic rock', 'rock'];1.0;;0.15388631498199548
19;Lynyrd Skynyrd;1;spotify:artist:4MVyzYMgTwdP7Z49wAZHx0;spotify:album:6DExt1eX4lflLacVjHHbOs;547106;Pronounced' Leh-'Nerd 'Skin-'Nerd;spotify:track:5EWPGh7jbTNO2wakv8LjUI;Free Bird;71;0.249;0.834;0;-8.21;1;0.0577;0.0738;9.48e-05;0.0924;0.338;118.223;audio_features;5EWPGh7jbTNO2wakv8LjUI;https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI;https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI;547107;4;1;['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock'];1.0;;0.15100801541641481
20;Boston;1;spotify:artist:29kkCKKGXheHuoO829FxWK;spotify:album:2QLp07RO6anZHmtcKTEvSC;303586;Boston;spotify:track:1GqlvSEtMx5xbGptxOTTyk;Peace of Mind;72;0.419;0.677;4;-6.183;1;0.0343;0.00101;9.99e-05;0.211;0.684;127.678;audio_features;1GqlvSEtMx5xbGptxOTTyk;https://api.spotify.com/v1/tracks/1GqlvSEtMx5xbGptxOTTyk;https://api.spotify.com/v1/audio-analysis/1GqlvSEtMx5xbGptxOTTyk;303587;4;1;['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock'];1.0;;0.24082412998278277
21;Boston;1;spotify:artist:29kkCKKGXheHuoO829FxWK;spotify:album:2QLp07RO6anZHmtcKTEvSC;467640;Boston;spotify:track:39C5FuZ8C8M0QI8CrMsPkR;Foreplay / Long Time;73;0.435;0.657;5;-8.868;1;0.0545;0.00983;0.00748;0.0923;0.209;118.704;audio_features;39C5FuZ8C8M0QI8CrMsPkR;https://api.spotify.com/v1/tracks/39C5FuZ8C8M0QI8CrMsPkR;https://api.spotify.com/v1/audio-analysis/39C5FuZ8C8M0QI8CrMsPkR;467640;4;1;['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock'];1.0;;0.12977767816857813
22;Toto;1;spotify:artist:0PFtn5NtBbbUNbU9EAmIWF;spotify:album:1mnu4hYvdwQgZXcNvtJ3D3;235800;Toto;spotify:track:4aVuWgvD0X63hcOCnZtNFA;Hold the Line;74;0.473;0.898;6;-4.797;0;0.0561;0.00783;0.0618;0.173;0.808;96.556;audio_features;4aVuWgvD0X63hcOCnZtNFA;https://api.spotify.com/v1/tracks/4aVuWgvD0X63hcOCnZtNFA;https://api.spotify.com/v1/audio-analysis/4aVuWgvD0X63hcOCnZtNFA;235547;4;1;['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock'];1.0;;0.33135993777908707
23;Kansas;1;spotify:artist:2hl0xAkS2AIRAu23TVMBG1;spotify:album:7MejfRSNnrpcLZIxkeZDqR;323000;Leftoverture;spotify:track:4DMKwE2E2iYDKY01C335Uw;Carry on Wayward Son;75;0.482;0.786;7;-5.735;1;0.032;0.00321;8.88e-05;0.446;0.793;126.755;audio_features;4DMKwE2E2iYDKY01C335Uw;https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw;https://api.spotify.com/v1/audio-analysis/4DMKwE2E2iYDKY01C335Uw;323000;4;1;['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock'];1.0;;0.2669930767129589
24;Queen;1;spotify:artist:1dfeR4HaWDbWqFHLkxsg1d;spotify:album:1TSZDcvlPtAnekTaItI3qO;354320;A Night At The Opera;spotify:track:1AhDOtG9vPSOmsWgNW0BEY;Bohemian Rhapsody - Remastered 2011;76;0.414;0.404;0;-9.928;0;0.0499;0.271;0.0;0.3;0.224;71.105;audio_features;1AhDOtG9vPSOmsWgNW0BEY;https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY;https://api.spotify.com/v1/audio-analysis/1AhDOtG9vPSOmsWgNW0BEY;354320;4;1;['classic rock', 'glam rock', 'rock'];1.0;;0.10167168004663754
25;Lynyrd Skynyrd;1;spotify:artist:4MVyzYMgTwdP7Z49wAZHx0;spotify:album:5rtOJsiDDjA9V5306cyTRS;281147;Second Helping;spotify:track:4CJVkjo5WpmUAKp3R44LNb;Sweet Home Alabama;77;0.597;0.605;7;-12.013;1;0.0255;0.181;0.000331;0.118;0.886;97.782;audio_features;4CJVkjo5WpmUAKp3R44LNb;https://api.spotify.com/v1/tracks/4CJVkjo5WpmUAKp3R44LNb;https://api.spotify.com/v1/audio-analysis/4CJVkjo5WpmUAKp3R44LNb;281147;4;1;['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock'];1.0;;0.06290714855478362
26;Boston;1;spotify:artist:29kkCKKGXheHuoO829FxWK;spotify:album:2QLp07RO6anZHmtcKTEvSC;285133;Boston;spotify:track:1QEEqeFIZktqIpPI4jSVSF;More Than a Feeling;78;0.377;0.681;7;-8.039;1;0.0298;0.00088;0.0023;0.0504;0.285;108.789;audio_features;1QEEqeFIZktqIpPI4jSVSF;https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF;https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF;285133;4;1;['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock'];1.0;;0.1570724435364651
